Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Color,Generation,Gender Rate,Height,Weight,Shape,Form Order,Dex Entry,PokeApi Id,Ability 1,Ability 2,Hidden Ability,Title
68,Machamp,,Fighting,,90,130,80,65,85,55,Gray,1,2,1.6,130.0,Humanoid,0,"In close combat, its four arms afford it offensive and defensive
supremacy. In but a blink, this valiant Pokémon can overwhelm
its foes with more than 1,000 blows from its fists.",68,Guts,No Guard,Steadfast,Superpower Pokémon
68,Machamp,Gigantamax Machamp,Fighting,,90,130,80,65,85,55,Gray,8,2,25.0,9999.99,Humanoid,1,One of these Pokémon once used its immeasurable strength to lift a large ship that was in trouble. It then carried the ship to port.,10201,Guts,No Guard,Steadfast,Superpower Pokémon
69,Bellsprout,,Grass,Poison,50,75,35,70,30,40,Green,1,4,0.7,4.0,Humanoid,0,"Prefers hot and humid places. It ensnares
tiny bugs with its vines and devours them.",69,Chlorophyll,,Gluttony,Flower Pokémon
70,Weepinbell,,Grass,Poison,65,90,50,85,45,55,Green,1,4,1.0,6.4,Blob,0,"When hungry, it swallows anything that moves.
Its hapless prey is dissolved by strong acids.",70,Chlorophyll,,Gluttony,Flycatcher Pokémon
71,Victreebel,,Grass,Poison,80,105,65,100,70,70,Green,1,4,1.7,15.5,Blob,0,"Lures prey with the sweet aroma of honey.
Swallowed whole, the prey is dissolved in a day,
bones and all.",71,Chlorophyll,,Gluttony,Flycatcher Pokémon
72,Tentacool,,Water,Poison,40,40,35,50,100,70,Blue,1,4,0.9,45.5,Tentacles,0,"They fire beams from the glassy, magenta orbs that resemble
eyes atop their heads, and they drift in shallow seas. During low
tide, they can sometimes be found on beaches, desiccated.",72,Clear Body,Liquid Ooze,Rain Dish,Jellyfish Pokémon
73,Tentacruel,,Water,Poison,80,70,65,80,120,100,Blue,1,4,1.6,55.0,Tentacles,0,"It has 80 tentacles, each with a venomous tip. These tentacles
are also extendible, lengthening when Tentacruel attempts to
catch prey. Use caution.",73,Clear Body,Liquid Ooze,Rain Dish,Jellyfish Pokémon
74,Geodude,,Rock,Ground,40,80,100,30,30,20,Brown,1,4,0.4,20.0,Arms,0,"Makes its home in mountainous regions, using its arms to climb
along harsh mountain roads. Can be troublesome—carelessly
kicking one will cause it to fly into a rage and chase after you.",74,Rock Head,Sturdy,Sand Veil,Rock Pokémon
74,Geodude,Alolan Geodude,Rock,Electric,40,80,100,30,30,20,Brown,7,4,0.4,20.3,Arms,1,"Its stone head is imbued with electricity and magnetism. If you carelessly step on one, you'll be in for a painful shock.",10109,Magnet Pull,Sturdy,Galvanize,Rock Pokémon
75,Graveler,,Rock,Ground,55,95,115,45,45,35,Brown,1,4,1.0,105.0,Humanoid,0,"Dwells in holes dug into sheer walls of stone. It enjoys rolling
down slopes as though it were a boulder during a rockfall,
so keep an eye upward while traversing mountain roads.",75,Rock Head,Sturdy,Sand Veil,Rock Pokémon
75,Graveler,Alolan Graveler,Rock,Electric,55,95,115,45,45,35,Gray,7,4,1.0,110.0,Humanoid,1,Graveler’s entire body is electrically charged due to the stones it likes to eat. It is a very quick-tempered Pokémon.,10110,Magnet Pull,Sturdy,Galvanize,Rock Pokémon
76,Golem,,Rock,Ground,80,120,130,55,65,45,Brown,1,4,1.4,300.0,Humanoid,0,"The rocklike shell is shed each year. The cast-off shell then
crumbles, reverting to a mass of soil, which can be spread across
fields to promote crop growth.",76,Rock Head,Sturdy,Sand Veil,Megaton Pokémon
76,Golem,Alolan Golem,Rock,Electric,80,120,130,55,65,45,Brown,7,4,1.7,316.0,Humanoid,1,"It fires rocks charged with electricity. Even if the rock isn’t fired that accurately, just grazing an opponent will cause numbness and fainting.",10111,Magnet Pull,Sturdy,Galvanize,Megaton Pokémon
77,Ponyta,,Fire,,50,85,55,65,65,90,Yellow,1,4,1.0,30.0,Quadruped,0,"These Pokémon live in herds out in the grassland. Newborn
foals lack their fiery manes, which will develop about an hour
after birth.",77,Run Away,Flash Fire,Flame Body,Fire Horse Pokémon
77,Ponyta,Galarian Ponyta,Psychic,,50,85,55,65,65,90,White,8,4,0.8,24.0,Quadruped,1,"This Pokémon will look into your eyes and read the contents of your heart. If it finds evil there, it promptly hides away.",10162,Run Away,Pastel Veil,Anticipation,Unique Horn Pokémon
78,Rapidash,,Fire,,65,100,70,80,80,105,Yellow,1,4,1.7,95.0,Quadruped,0,"Fiery mane aglow, Rapidash darts like an arrow across the land.
This prodigiously swift creature can traverse the vast region of
Hisui in a day and a half.",78,Run Away,Flash Fire,Flame Body,Fire Horse Pokémon
78,Rapidash,Galarian Rapidash,Psychic,Fairy,65,100,70,80,80,105,White,8,4,1.7,80.0,Quadruped,1,"Brave and prideful, this Pokémon dashes airily through the forest, its steps aided by the psychic power stored in the fur on its fetlocks.",10163,Run Away,Pastel Veil,Anticipation,Unique Horn Pokémon
79,Slowpoke,,Water,Psychic,90,65,65,40,40,15,Pink,1,4,1.2,36.0,Quadruped,0,"When this Pokémon’s tail is soaked in water,
sweetness seeps from it. Slowpoke uses this trait
to lure in and fish up other Pokémon.",79,Oblivious,Own Tempo,Regenerator,Dopey Pokémon
79,Slowpoke,Galarian Slowpoke,Psychic,,90,65,65,40,40,15,Pink,8,4,1.2,36.0,Quadruped,1,"It uses its tail to fish, but the scent of the spice emanating from its tail ensures its catches are always lacking.",10164,Gluttony,Own Tempo,Regenerator,Dopey Pokémon
80,Slowbro,,Water,Psychic,95,75,110,100,80,30,Pink,1,4,1.6,78.5,Upright,0,"Being bitten by a Shellder shocked this Pokémon
into standing on two legs. If the Shellder lets go,
it seems Slowbro will turn back into a Slowpoke.",80,Oblivious,Own Tempo,Regenerator,Hermit Crab Pokémon
80,Slowbro,Mega Slowbro,Water,Psychic,95,75,180,130,80,30,Pink,6,4,2.0,120.0,Upright,1,"Under the influence of Shellder's digestive fluids, Slowpoke has awakened, gaining a great deal of power–and a little motivation to boot.",10173,Shell Armor,,,Hermit Crab Pokémon
80,Slowbro,Galarian Slowbro,Poison,Psychic,95,100,95,100,70,30,Pink,8,4,1.6,70.5,Upright,2,"Shellder bites down hard on Slowbro’s arm to suck out more poison. This seems to cause itching, so Slowbro occasionally lashes out.",10165,Quick Draw,Own Tempo,Regenerator,Hermit Crab Pokémon
81,Magnemite,,Electric,Steel,25,35,70,95,55,45,Gray,1,-1,0.3,6.0,Arms,0,"A bizarre Pokémon with but a single eye embedded in an iron
sphere. I suspect this creature levitates due to the magnetism it
emits from its arms, which resemble horseshoe-shaped magnets.",81,Magnet Pull,Sturdy,Analytic,Magnet Pokémon
82,Magneton,,Electric,Steel,50,60,95,120,70,70,Gray,1,-1,1.0,60.0,Heads,0,"Three Magnemite gathered to evolve into this Pokémon.
The source of much vexation on my part, as its powerful
magnetism destroys my research equipment.",82,Magnet Pull,Sturdy,Analytic,Magnet Pokémon
83,Farfetch'd,,Normal,Flying,52,90,55,58,62,60,Brown,1,4,0.8,15.0,Wings,0,"They use a plant stalk as a weapon, but not all
of them use it in the same way. Several distinct
styles of stalk fighting have been observed.",83,Keen Eye,Inner Focus,Defiant,Wild Duck Pokémon
83,Farfetch'd,Galarian Farfetch'd,Fighting,,52,95,55,58,62,55,Brown,8,4,0.8,42.0,Wings,1,The stalks of leeks are thicker and longer in the Galar region. Farfetch'd that adapted to these stalks took on a unique form.,10166,Steadfast,,Scrappy,Wild Duck Pokémon
84,Doduo,,Normal,Flying,35,85,45,35,35,75,Brown,1,4,1.4,39.2,Legs,0,"Its short wings make flying difficult. Instead, this
Pokémon runs at high speed on developed legs.",84,Run Away,Early Bird,Tangled Feet,Twin Bird Pokémon
85,Dodrio,,Normal,Flying,60,110,70,60,60,110,Brown,1,4,1.8,85.2,Legs,0,"One of Doduo’s two heads splits to form
a unique species. It runs close to 40 mph
in prairies.",85,Run Away,Early Bird,Tangled Feet,Triple Bird Pokémon
86,Seel,,Water,,65,45,55,45,70,45,White,1,4,1.1,90.0,Fish,0,"Loves freezing-cold conditions.
Relishes swimming in a frigid climate
of around 14 degrees Fahrenheit.",86,Thick Fat,Hydration,Ice Body,Sea Lion Pokémon
87,Dewgong,,Water,Ice,90,70,80,70,95,70,White,1,4,1.7,120.0,Fish,0,"Its entire body is a snowy white. Unharmed by
even intense cold, it swims powerfully
in icy waters.",87,Thick Fat,Hydration,Ice Body,Sea Lion Pokémon
88,Grimer,,Poison,,80,80,50,40,50,25,Purple,1,4,0.9,30.0,Arms,0,"Made of congealed sludge. It smells too putrid
to touch. Even weeds won’t grow in its path.",88,Stench,Sticky Hold,Poison Touch,Sludge Pokémon
88,Grimer,Alolan Grimer,Poison,Dark,80,80,50,40,50,25,Purple,7,4,0.7,42.0,Arms,1,"Alolan Grimer will gladly gobble up any kind of trash, making it a widely used and popular Pokémon at garbage disposal facilities.",10112,Poison Touch,Gluttony,Power of Alchemy,Sludge Pokémon
89,Muk,,Poison,,105,105,75,65,100,50,Purple,1,4,1.2,30.0,Arms,0,"Smells so awful, it can cause fainting.
Through degeneration of its nose,
it lost its sense of smell.",89,Stench,Sticky Hold,Poison Touch,Sludge Pokémon
89,Muk,Alolan Muk,Poison,Dark,105,105,75,65,100,50,Purple,7,4,1.0,52.0,Arms,1,"What look like fangs and claws are actually crystallized poison that will afflict you at a mere touch, so don’t get too close.",10113,Poison Touch,Gluttony,Power of Alchemy,Sludge Pokémon
90,Shellder,,Water,,30,65,100,45,25,40,Purple,1,4,0.3,4.0,Ball,0,"Its hard shell repels any kind of attack. It is
vulnerable only when its shell is open.",90,Shell Armor,Skill Link,Overcoat,Bivalve Pokémon
91,Cloyster,,Water,Ice,50,95,180,85,45,70,Purple,1,4,1.5,132.5,Ball,0,"Once it slams its shell shut, it is impossible to
open, even by those with superior strength.",91,Shell Armor,Skill Link,Overcoat,Bivalve Pokémon
92,Gastly,,Ghost,Poison,30,35,30,100,35,80,Purple,1,4,1.3,0.1,Ball,0,"Gaseous and completely impalpable. Also highly dangerous—
inhaling part of its poisonous body will cause one to
faint instantly.",92,Levitate,,,Gas Pokémon
93,Haunter,,Ghost,Poison,45,50,45,115,55,95,Purple,1,4,1.6,0.1,Arms,0,"This frightful, malevolent spirit can glide through walls,
appearing wherever it likes. According to rumor, victims of
a Haunter's lick will wither to death day by day.",93,Levitate,,,Gas Pokémon
94,Gengar,,Ghost,Poison,60,65,60,130,75,110,Purple,1,4,1.5,40.5,Upright,0,"Possesses potential victims' shadows in an effort to steal away
the victims' lives. If your shadow begins to laugh, you must take
hold of a protective charm posthaste!",94,Cursed Body,,,Shadow Pokémon
94,Gengar,Mega Gengar,Ghost,Poison,60,65,80,170,95,130,Purple,7,4,1.4,40.5,Upright,1,It can pass through other dimensions and appear anywhere. It caused a stir one time when it stuck just one leg out of a wall.,10038,Shadow Tag,,,Shadow Pokémon
94,Gengar,Gigantamax Gengar,Ghost,Poison,60,65,60,130,75,110,Purple,8,4,20.0,9999.99,Upright,2,"It lays traps, hoping to steal the lives of those it catches. If you stand in front of its mouth, you'll hear your loved ones' voices calling out to you.",10202,Cursed Body,,,Shadow Pokémon
95,Onix,,Rock,Ground,35,45,160,30,45,70,Gray,1,4,8.8,210.0,Squiggle,0,"This chain of immense stones resembles a giant serpent. Tremors
shake the earth above as it burrows deep beneath the ground,
feeding on boulders as it goes.",95,Rock Head,Sturdy,Weak Armor,Rock Snake Pokémon
96,Drowzee,,Psychic,,60,48,45,43,90,42,Yellow,1,4,1.0,32.4,Humanoid,0,"If you sleep by it all the time, it will sometimes
show you dreams it had eaten in the past.",96,Insomnia,Forewarn,Inner Focus,Hypnosis Pokémon
97,Hypno,,Psychic,,85,73,70,73,115,67,Yellow,1,4,1.6,75.6,Humanoid,0,"Avoid eye contact if you come across one. It will
try to put you to sleep by using its pendulum.",97,Insomnia,Forewarn,Inner Focus,Hypnosis Pokémon
98,Krabby,,Water,,30,105,90,25,25,50,Red,1,4,0.4,6.5,Armor,0,"If it senses danger approaching, it cloaks itself
with bubbles from its mouth so it will look bigger.",98,Hyper Cutter,Shell Armor,Sheer Force,River Crab Pokémon
99,Kingler,,Water,,55,130,115,50,50,75,Red,1,4,1.3,60.0,Armor,0,"Its oversized claw is very powerful, but when it’s
not in battle, the claw just gets in the way.",99,Hyper Cutter,Shell Armor,Sheer Force,Pincer Pokémon
99,Kingler,Gigantamax Kingler,Water,,55,130,115,50,50,75,Red,8,4,19.0,9999.99,Armor,1,The bubbles it spews out are strongly alkaline. Any opponents hit by them will have their bodies quickly melted away.,10203,Hyper Cutter,Shell Armor,Sheer Force,Pincer Pokémon
100,Voltorb,,Electric,,40,30,50,55,55,100,Red,1,-1,0.5,10.4,Ball,0,"It's usually found in power plants. Easily mistaken for a Poké Ball, it has zapped many people.
",100,Soundproof,Static,Aftermath,Ball Pokémon
100,Voltorb,Hisuian Voltorb,Electric,Grass,40,30,50,55,55,100,Red,8,-1,0.5,13.0,Ball,1,"An enigmatic Pokémon that happens to bear a resemblance to a
Poké Ball. When excited, it discharges the electric current it has
stored in its belly, then lets out a great, uproarious laugh.",10231,Soundproof,Static,Aftermath,Sphere Pokémon
101,Electrode,,Electric,,60,50,70,80,80,150,Red,1,-1,1.2,66.6,Ball,0,"It explodes in response to even minor stimuli. It is feared, with the nickname of the Bomb Ball.",101,Soundproof,Static,Aftermath,Ball Pokémon
101,Electrode,Hisuian Electrode,Electric,Grass,60,50,70,80,80,150,Red,8,-1,1.2,71.0,Ball,1,"The tissue on the surface of its body is curiously similar in composition to an Apricorn. When irritated, this Pokémon lets loose an electric current equal to 20 lightning bolts.",10232,Soundproof,Static,Aftermath,Sphere Pokémon
102,Exeggcute,,Grass,Psychic,60,40,80,60,45,40,Pink,1,4,0.4,2.5,Heads,0,"These Pokémon get nervous when they’re not in a
group of six. The minute even one member of the
group goes missing, Exeggcute become cowardly.",102,Chlorophyll,,Harvest,Egg Pokémon
103,Exeggutor,,Grass,Psychic,95,95,85,125,75,55,Yellow,1,4,2.0,120.0,Legs,0,"When they work together, Exeggutor’s three
heads can put out powerful psychic energy.
Cloudy days make this Pokémon sluggish.",103,Chlorophyll,,Harvest,Coconut Pokémon
103,Exeggutor,Alolan Exeggutor,Grass,Dragon,95,105,85,125,75,45,Yellow,7,4,10.9,415.6,Legs,1,"As it grew taller and taller, it outgrew its reliance on psychic powers, while within it awakened the power of the sleeping dragon.",10114,Frisk,,Harvest,Coconut Pokémon
104,Cubone,,Ground,,50,50,95,40,50,35,Brown,1,4,0.4,6.5,Upright,0,"This Pokémon wears the skull of its deceased
mother. Sometimes Cubone’s dreams make it cry,
but each tear Cubone sheds makes it stronger.",104,Rock Head,Lightning Rod,Battle Armor,Lonely Pokémon
105,Marowak,,Ground,,60,80,110,50,80,45,Brown,1,4,1.0,45.0,Upright,0,"When this Pokémon evolved, the skull of its
mother fused to it. Marowak’s temperament also
turned vicious at the same time.",105,Rock Head,Lightning Rod,Battle Armor,Bone Keeper Pokémon
105,Marowak,Alolan Marowak,Fire,Ghost,60,80,110,50,80,45,Purple,7,4,1.0,34.0,Upright,1,The cursed flames that light up the bone carried by this Pokémon are said to cause both mental and physical pain that will never fade.,10149,Cursed Body,Lightning Rod,Rock Head,Bone Keeper Pokémon
106,Hitmonlee,,Fighting,,50,120,53,35,110,87,Brown,1,0,1.5,49.8,Humanoid,0,"The legs freely contract and stretch. The stretchy
legs allow it to hit a distant foe with a rising kick.",106,Limber,Reckless,Unburden,Kicking Pokémon
107,Hitmonchan,,Fighting,,50,105,79,35,110,76,Brown,1,0,1.4,50.2,Humanoid,0,"Its punches slice the air. However, it seems to
need a short break after fighting for three minutes.",107,Keen Eye,Iron Fist,Inner Focus,Punching Pokémon
108,Lickitung,,Normal,,90,55,75,60,75,30,Pink,1,4,1.2,65.5,Upright,0,"Wields its long tongue deftly, as though it were an arm.
The Pokémon's viscous saliva, once it has been collected and
boiled down, yields a strong and highly useful adhesive.",108,Own Tempo,Oblivious,Cloud Nine,Licking Pokémon
109,Koffing,,Poison,,40,65,95,60,45,35,Purple,1,4,0.6,1.0,Ball,0,"It adores polluted air. Some claim that Koffing
used to be more plentiful in the Galar region
than they are now.",109,Levitate,Neutralizing Gas,Stench,Poison Gas Pokémon
110,Weezing,,Poison,,65,90,120,85,70,60,Purple,1,4,1.2,9.5,Heads,0,"It can’t suck in air quite as well as a Galarian
Weezing, but the toxins it creates are more
potent than those of its counterpart.",110,Levitate,Neutralizing Gas,Stench,Poison Gas Pokémon
110,Weezing,Galarian Weezing,Poison,Fairy,65,90,120,85,70,60,Gray,8,4,3.0,16.0,Heads,1,"Long ago, during a time when droves of factories fouled the air with pollution, Weezing changed into this form for some reason.",10167,Levitate,Neutralizing Gas,Misty Surge,Poison Gas Pokémon
111,Rhyhorn,,Ground,Rock,80,85,95,30,30,25,Gray,1,4,1.0,115.0,Quadruped,0,"Ludicrously strong—when it butts heads with a mountain, it is
the mountain that shatters. But its short legs struggle with turns,
and it is incapable of stopping unless it collides with something.",111,Lightning Rod,Rock Head,Reckless,Spikes Pokémon
112,Rhydon,,Ground,Rock,105,130,120,45,45,40,Gray,1,4,1.9,120.0,Upright,0,"Rapidly rotates its horn to bore through bedrock. It swaggers
around volcanic regions, protected from the lava's heat by its
tough, armorlike hide.",112,Lightning Rod,Rock Head,Reckless,Drill Pokémon
113,Chansey,,Normal,,250,5,5,35,105,50,Pink,1,8,1.1,34.6,Upright,0,This purehearted Pokémon shares its eggs with the injured.,113,Natural Cure,Serene Grace,Healer,Egg Pokémon
114,Tangela,,Grass,,65,55,115,100,40,60,Blue,1,4,1.0,35.0,Legs,0,"It is cloaked entirely in blue vines, preventing any glimpse of
its true identity. The vines impart a refreshing sensation when
chewed—they're useful as a spice.",114,Chlorophyll,Leaf Guard,Regenerator,Vine Pokémon
115,Kangaskhan,,Normal,,105,95,80,40,80,90,Brown,1,8,2.2,80.0,Upright,0,"There are records of a lost human child being
raised by a childless Kangaskhan.",115,Early Bird,Scrappy,Inner Focus,Parent Pokémon
115,Kangaskhan,Mega Kangaskhan,Normal,,105,125,100,60,100,100,Brown,6,8,2.2,100.0,Upright,1,"Its child has grown rapidly, thanks to the energy of Mega Evolution. Mother and child show off their harmonious teamwork in battle.",10039,Parental Bond,,,Parent Pokémon
116,Horsea,,Water,,30,40,70,70,25,60,Blue,1,4,0.4,8.0,Blob,0,"They swim with dance-like motions and cause
whirlpools to form. Horsea compete to see which
of them can generate the biggest whirlpool.",116,Swift Swim,Sniper,Damp,Dragon Pokémon
